developerCountry,countryCode,userRatingCount,primaryGenreName,hasTermsOfServiceLinkRating,isCorporateEmailScore,appAge,averageUserRating,appDescriptionBrandSafetyRating,coppaRisk,minDownloads,maxDownloads,deviceType_GLOBAL,deviceType_connected-tv/ott,deviceType_smartphone,deviceType_tablet,deviceType_undetermined,isCorporateEmail_missing
SAUDI ARABIA,GLOBAL,5,Games,-1,0.0,77.26666667,3.0,1,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,-1,0.0,20.43333333,0.0,1,False,1.0,5.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,-1,0.0,55.03333333,0.0,1,False,10.0,50.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Productivity,-1,99.0,76.03333333,0.0,1,False,50.0,100.0,True,False,False,False,False,0
CHINA,JO,136,Lifestyle,1,99.0,126.3666667,2.0,1,False,,,False,False,True,False,False,0
PERU,GLOBAL,0,Productivity,-1,0.0,75.5,0.0,2,False,500.0,1000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,-1,0.0,65.76666667,0.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Books & Reference,-1,0.0,54.5,0.0,1,False,5.0,10.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,-1,0.0,52.66666667,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,-1,99.0,88.7,0.0,3,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,99,Productivity,0,99.0,120.5,3.0,1,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,-1,0.0,1.433333333,0.0,1,True,100.0,500.0,True,False,False,False,False,0
UNITED STATES,GLOBAL,3,Health & Fitness,1,0.0,108.7333333,3.0,1,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,-1,0.0,62.16666667,0.0,1,False,10.0,50.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,95243,Games,1,0.0,65.0,4.0,1,False,,,False,False,True,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,6328,Productivity,0,99.0,51.53333333,3.0,1,False,1000000.0,5000000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,-1,0.0,52.4,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,-1,99.0,49.6,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,10,Books & Reference,0,0.0,28.2,4.0,1,False,5000.0,10000.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,1,Utilities,-1,99.0,163.9333333,4.0,1,True,,,True,False,False,False,False,0
UNITED STATES,GLOBAL,0,Books & Reference,0,99.0,93.46666667,0.0,1,False,100.0,500.0,True,False,False,False,False,0
INDIA,GLOBAL,6,Productivity,-1,99.0,23.56666667,4.0,1,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,-1,99.0,115.8,0.0,1,False,100.0,500.0,True,False,False,False,False,0
CHINA,GLOBAL,0,Games,-1,0.0,71.83333333,0.0,1,True,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Travel & Local,-1,0.0,25.33333333,4.0,1,False,1000.0,5000.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,1,Travel,-1,99.0,68.46666667,0.0,1,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,-1,0.0,75.26666667,0.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Stickers,-1,-1.0,10.93333333,5.0,1,True,,,True,False,False,False,False,1
INDONESIA,GLOBAL,13,Medical,-1,99.0,19.76666667,3.0,1,False,1000.0,5000.0,True,False,False,False,False,0
"PALESTINE, STATE OF",GLOBAL,0,Business,-1,0.0,72.23333333,0.0,1,False,100.0,500.0,True,False,False,False,False,0
UNITED STATES,DE,585515,Music & Audio,0,99.0,159.6666667,4.0,2,False,10000000.0,50000000.0,True,False,False,False,False,0
UNITED STATES,GLOBAL,155,Music & Audio,0,99.0,167.6333333,3.0,1,False,10000.0,50000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,13,Lifestyle,-1,0.0,65.46666667,4.0,3,False,,,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Productivity,-1,0.0,45.2,0.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,US,0,Entertainment,1,-1.0,3.9,0.0,3,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,3,Utilities,-1,-1.0,58.1,3.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,-1,99.0,100.9,0.0,1,False,,,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,25,Travel & Local,-1,99.0,70.4,4.0,1,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,31,Music & Audio,-1,0.0,92.5,2.0,2,False,10000.0,50000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Communication,-1,99.0,98.9,0.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,9,Music & Audio,-1,99.0,42.76666667,5.0,1,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Games,-1,-1.0,101.0,4.0,1,True,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,-1,-1.0,36.53333333,0.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,-1,99.0,104.2,0.0,1,False,1000.0,5000.0,True,False,False,False,False,0
SINGAPORE,PK,1146,Games,0,99.0,28.13333333,4.0,1,True,,,False,False,False,True,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,64,Communication,-1,99.0,32.83333333,3.0,1,False,10000.0,50000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,155,Books & Reference,1,0.0,26.06666667,4.0,2,False,1000.0,5000.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GT,167936,Productivity,-1,0.0,117.6666667,4.0,1,False,5000000.0,10000000.0,False,False,True,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,1,-1.0,56.43333333,0.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,-1,-1.0,6.7,0.0,1,False,,,True,False,False,False,False,1
FRANCE,MY,88863,Games,0,99.0,12.73333333,4.0,1,True,10000000.0,50000000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,-1,0.0,69.46666667,0.0,1,False,500.0,1000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,13,Games,-1,99.0,23.0,2.0,3,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,-1,-1.0,63.46666667,0.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,10,Maps & Navigation,-1,0.0,79.43333333,2.0,1,False,500.0,1000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Education,-1,-1.0,4.8,1.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,58,Maps & Navigation,-1,99.0,57.5,3.0,1,False,5000.0,10000.0,True,False,False,False,False,0
PAKISTAN,GLOBAL,0,Shopping,-1,0.0,54.8,0.0,1,False,50.0,100.0,True,False,False,False,False,0
VIET NAM,US,15094,Games,0,99.0,18.16666667,4.0,1,False,1000000.0,5000000.0,False,False,False,True,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,-1,99.0,12.6,0.0,1,False,,,True,False,False,False,False,0
ARMENIA,EMEA,2307,Games,0,99.0,68.06666667,3.0,1,True,500000.0,1000000.0,False,False,False,True,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,-1,-1.0,37.63333333,0.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,-1,99.0,12.2,0.0,1,False,5.0,10.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,13,Shopping,-1,0.0,47.53333333,3.0,1,False,1000.0,5000.0,True,False,False,False,False,0
INDIA,GLOBAL,0,Games,-1,99.0,3.666666667,0.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Events,1,99.0,86.16666667,0.0,3,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,169,Photography,-1,0.0,88.1,2.0,2,False,100000.0,500000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,1,-1.0,130.6,0.0,2,False,,,True,False,False,False,False,1
BANGLADESH,GLOBAL,94,Travel & Local,1,99.0,62.26666667,4.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Books & Reference,-1,0.0,39.33333333,0.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,-1,0.0,57.73333333,0.0,3,False,100.0,500.0,True,False,False,False,False,0
UNITED STATES,KZ,31377,Games,0,0.0,119.4666667,4.0,1,True,5000000.0,10000000.0,False,False,True,False,False,0
BANGLADESH,GLOBAL,0,Education,-1,0.0,81.8,0.0,1,False,1.0,5.0,True,False,False,False,False,0
GERMANY,GLOBAL,99,Tools,-1,99.0,95.6,4.0,1,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,IN,3020,Entertainment,1,0.0,2.733333333,4.0,1,True,,,False,False,False,True,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Travel,1,0.0,13.9,5.0,3,False,,,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Food & Drink,-1,99.0,25.33333333,0.0,1,False,,,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,PH,81024,Games,1,99.0,154.4333333,4.0,1,True,10000000.0,50000000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,-1,0.0,15.73333333,0.0,1,False,10000.0,50000.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Social,-1,0.0,60.13333333,0.0,1,False,100.0,500.0,True,False,False,False,False,0
ROMANIA,GLOBAL,0,Weather,-1,0.0,86.93333333,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,76,Games,0,0.0,55.13333333,4.0,1,True,5000.0,10000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Communication,-1,99.0,22.23333333,0.0,1,False,1.0,5.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Games,-1,0.0,44.23333333,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,-1,0.0,10.06666667,0.0,1,False,10.0,50.0,True,False,False,False,False,0
BRAZIL,GLOBAL,4,Business,-1,99.0,102.1333333,3.0,1,False,,,True,False,False,False,False,0
JAPAN,GLOBAL,0,Dating,-1,99.0,46.63333333,0.0,3,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,109,Music & Audio,-1,0.0,72.66666667,4.0,1,False,10000.0,50000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,27,Games,-1,0.0,62.6,3.0,1,False,5000.0,10000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,APAC,0,Games,-1,-1.0,0.9,0.0,1,True,,,False,False,False,True,False,1
UNITED STATES,GLOBAL,0,Entertainment,0,0.0,34.23333333,0.0,1,False,10.0,50.0,True,False,False,False,False,0
TURKEY,GLOBAL,43,Personalization,-1,0.0,106.4666667,4.0,1,False,10000.0,50000.0,True,False,False,False,False,0
GEORGIA,PL,4599,Games,1,99.0,146.0666667,4.0,2,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,-1,0.0,24.43333333,0.0,1,True,50.0,100.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,16,Books & Reference,-1,0.0,110.4666667,4.0,1,False,10000.0,50000.0,True,False,False,False,False,0
CHINA,GLOBAL,5743,Games,-1,0.0,37.76666667,4.0,2,False,100000.0,500000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,-1,0.0,34.7,0.0,1,False,1.0,5.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Food & Drink,1,99.0,65.26666667,0.0,3,False,,,True,False,False,False,False,0
CHINA,GLOBAL,0,Navigation,0,99.0,95.73333333,0.0,1,False,,,True,False,False,False,False,0
UNITED ARAB EMIRATES,UZ,0,Games,0,0.0,1.766666667,0.0,1,False,10000.0,50000.0,False,False,True,False,False,0
SINGAPORE,GLOBAL,17,Lifestyle,1,99.0,181.8,4.0,3,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Utilities,-1,-1.0,67.8,5.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Health & Fitness,-1,99.0,70.06666667,0.0,1,False,50.0,100.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Books & Reference,1,0.0,98.73333333,0.0,1,False,1.0,5.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,CM,2286,Games,0,0.0,7.9,4.0,1,True,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,-1,-1.0,31.16666667,0.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,9,Business,-1,99.0,96.1,3.0,2,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,14,Games,-1,0.0,55.13333333,3.0,1,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Dating,-1,0.0,38.4,0.0,3,False,100.0,500.0,True,False,False,False,False,0
CYPRUS,GLOBAL,58,Video Players & Editors,1,0.0,83.63333333,3.0,1,False,10000.0,50000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,-1,0.0,22.33333333,0.0,1,False,10.0,50.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Books & Reference,-1,0.0,16.43333333,0.0,1,False,500.0,1000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,-1,0.0,13.76666667,0.0,3,False,,,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,37,Books & Reference,0,99.0,68.5,4.0,1,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,-1,-1.0,113.1,0.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Maps & Navigation,0,99.0,17.4,0.0,1,False,5.0,10.0,True,False,False,False,False,0
HONG KONG,TW,2580,Personalization,1,0.0,18.1,4.0,1,False,1000000.0,5000000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,18,Personalization,-1,0.0,75.33333333,4.0,2,False,1000.0,5000.0,True,False,False,False,False,0
INDIA,GLOBAL,0,Education,-1,99.0,60.16666667,0.0,1,True,5.0,10.0,True,False,False,False,False,0
UNITED STATES,GLOBAL,0,Productivity,-1,99.0,24.7,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ICELAND,GLOBAL,590,Games,0,0.0,7.066666667,4.0,2,False,10000.0,50000.0,False,False,False,False,True,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,-1,99.0,42.3,0.0,1,False,500.0,1000.0,True,False,False,False,False,0
FINLAND,GLOBAL,2,Productivity,1,99.0,102.7333333,4.0,1,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Travel,-1,0.0,67.06666667,0.0,2,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,12,Business,-1,99.0,89.23333333,4.0,1,False,500.0,1000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Sports,-1,0.0,107.6666667,0.0,1,False,,,True,False,False,False,False,0
FRANCE,KZ,25039,Games,0,99.0,53.7,4.0,2,False,,,False,False,True,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,15,Communication,-1,99.0,73.33333333,4.0,1,False,500.0,1000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music,-1,99.0,64.5,0.0,2,False,,,True,False,False,False,False,0
TURKEY,GLOBAL,45,Games,-1,0.0,30.36666667,4.0,1,False,1000.0,5000.0,True,False,False,False,False,0
RUSSIAN FEDERATION,GLOBAL,1212,Tools,-1,0.0,41.8,4.0,1,False,500000.0,1000000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,-1,0.0,66.66666667,0.0,1,False,50.0,100.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,1,0.0,59.26666667,0.0,2,False,50.0,100.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,67,Books & Reference,-1,0.0,81.73333333,3.0,1,False,10000.0,50000.0,True,False,False,False,False,0
GERMANY,GLOBAL,0,Travel & Local,-1,99.0,21.3,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,-1,99.0,50.1,0.0,1,False,5.0,10.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,EMEA,0,Business,1,0.0,16.5,0.0,1,False,1000.0,5000.0,False,False,True,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Social Networking,-1,99.0,70.1,5.0,1,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,-1,99.0,69.93333333,0.0,1,False,100.0,500.0,True,False,False,False,False,0
AUSTRALIA,GLOBAL,1,Health & Fitness,-1,99.0,86.73333333,1.0,1,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Finance,-1,99.0,30.96666667,0.0,1,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,57,Music & Audio,-1,0.0,23.53333333,3.0,1,False,50000.0,100000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,16,Entertainment,-1,0.0,71.33333333,1.0,1,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Personalization,-1,0.0,23.36666667,5.0,3,False,10.0,50.0,True,False,False,False,False,0
COLOMBIA,GLOBAL,45,Entertainment,1,99.0,18.36666667,4.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Productivity,-1,99.0,19.8,0.0,1,False,10.0,50.0,True,False,False,False,False,0
PHILIPPINES,GLOBAL,0,Entertainment,0,0.0,58.66666667,0.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Finance,-1,0.0,32.86666667,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,-1,99.0,43.03333333,0.0,3,False,,,True,False,False,False,False,0
REPUBLIC OF KOREA,GLOBAL,31,Games,1,99.0,42.63333333,4.0,2,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Utilities,-1,-1.0,3.133333333,5.0,3,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,-1,99.0,56.96666667,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ISRAEL,SA,169751,Games,0,99.0,63.2,4.0,2,False,,,False,False,False,True,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,123,Books & Reference,-1,0.0,29.73333333,4.0,1,False,50000.0,100000.0,True,False,False,False,False,0
REPUBLIC OF KOREA,GLOBAL,118,Productivity,1,99.0,107.4,3.0,1,False,10000.0,50000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Medical,-1,99.0,112.6666667,0.0,2,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Maps & Navigation,-1,0.0,44.93333333,0.0,1,False,50.0,100.0,True,False,False,False,False,0
UNITED KINGDOM,GLOBAL,3544,Games,-1,0.0,63.43333333,3.0,2,False,500000.0,1000000.0,True,False,False,False,False,0
UNITED KINGDOM,MX,178451,Games,1,99.0,172.7333333,4.0,1,False,10000000.0,50000000.0,False,False,True,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,-1,-1.0,2.1,0.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,-1,0.0,51.43333333,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,72,Music & Audio,-1,99.0,13.63333333,4.0,1,False,5000.0,10000.0,False,False,True,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,21,Food & Drink,-1,99.0,63.03333333,4.0,1,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,-1,0.0,31.2,0.0,1,False,500.0,1000.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Business,1,0.0,37.96666667,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,-1,99.0,56.4,0.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Food & Drink,-1,-1.0,128.9333333,5.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,1,99.0,23.23333333,0.0,1,True,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,-1,99.0,17.9,0.0,1,False,,,True,False,False,False,False,0
UNITED STATES,GLOBAL,0,Business,0,99.0,68.7,0.0,1,False,10.0,50.0,True,False,False,False,False,0
RUSSIAN FEDERATION,GLOBAL,0,Tools,1,99.0,121.0333333,0.0,1,False,100.0,500.0,True,False,False,False,False,0
UNITED KINGDOM,NL,55754,Maps & Navigation,1,99.0,152.9,4.0,1,False,1000000.0,5000000.0,False,False,True,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Social,-1,0.0,46.3,0.0,2,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,1,99.0,47.8,0.0,1,False,10.0,50.0,True,False,False,False,False,0
INDIA,TH,8852,Tools,-1,0.0,11.8,4.0,3,False,500000.0,1000000.0,False,False,True,False,False,0
CHINA,JP,6551,Games,1,99.0,56.86666667,4.0,1,False,1000000.0,5000000.0,True,False,False,False,False,0
CZECH REPUBLIC,GLOBAL,5107,Games,1,99.0,140.9333333,3.0,1,False,500000.0,1000000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Books & Reference,-1,0.0,13.0,0.0,1,False,50.0,100.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,-1,-1.0,107.9333333,0.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Medical,0,0.0,18.96666667,0.0,1,False,500.0,1000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,-1,-1.0,65.03333333,0.0,3,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,7,Personalization,-1,0.0,71.86666667,4.0,1,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,-1,-1.0,21.03333333,0.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Health & Fitness,-1,-1.0,60.93333333,0.0,1,False,,,True,False,False,False,False,1
UNITED STATES,GLOBAL,0,Lifestyle,-1,0.0,23.16666667,0.0,1,False,10.0,50.0,True,False,False,False,False,0
LITHUANIA,PR,33707,Games,0,99.0,45.9,4.0,1,False,,,False,False,True,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,12,Social,1,99.0,129.6333333,4.0,2,False,500.0,1000.0,True,False,False,False,False,0
INDIA,GLOBAL,544,Education,-1,0.0,115.0666667,4.0,1,True,100000.0,500000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,-1,99.0,31.46666667,0.0,1,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,1,0.0,22.8,0.0,1,False,500.0,1000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,-1,-1.0,14.4,0.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,20,News,-1,0.0,51.53333333,4.0,1,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,-1,0.0,1.066666667,0.0,1,False,50.0,100.0,True,False,False,False,False,0
